pi_timestamp	pi_value1	measurement_key
2019-10-23 13:00:00	11.73	moisture_beans_L1
2020-08-03 13:00:00	8.74	protein_hull_L1
2019-12-22 01:00:00	45.63	protein_finished_meal_L1
2019-10-28 15:00:00	9.16	protein_hull_L1
2020-08-16 11:00:00	1.0	fat_hull_L1
2020-01-25 11:00:00	6.96	moisture_white_meal_L1
2019-08-24 15:00:00	45.5	protein_finished_meal_L1
2020-03-07 11:00:00	1.37	fat_finished_meal_L2
2019-04-15 23:00:00	20.695	fat_beans
2019-10-12 17:00:00	3.04	fiber_finished_meal_L1
2019-07-06 05:00:00	10.47	moisture_finished_meal_L1
2019-08-17 23:00:00	19.455	fat_beans
2019-06-28 09:00:00	11.7	moisture_finished_meal_L1
2020-05-18 05:00:00	0.59	fat_white_meal_L2
2019-08-06 01:00:00	19.615	fat_beans
2019-11-17 23:00:00	6.79	moisture_hull_L2
2019-05-08 23:00:00	3.13	fiber_finished_meal_L2
2019-08-12 01:00:00	34.64	protein_beans_L2
2019-08-30 09:00:00	6.45	moisture_white_meal_L1
2020-08-11 09:00:00	8.85	protein_hull_L1
2019-04-02 17:00:00	8.92	moisture_finished_meal_L1
2019-02-24 21:00:00	21.075000000000006	fat_beans
2019-05-18 19:00:00	46.84	protein_finished_meal_L2
2019-10-09 19:00:00	21.75	fat_beans_L1
2020-01-06 05:00:00	1.33	fat_hull_L1
2019-04-11 03:00:00	1.33	fat_finished_meal_L1
2019-09-01 23:00:00	6.13	moisture_hull_L1
2019-07-24 03:00:00	3.25	fiber_finished_meal_L2
2019-08-08 01:00:00	1.33	fat_hull_L2
2019-06-20 07:00:00	34.4	protein_beans_L2
2019-03-17 17:00:00	12.21	moisture_beans_L2
2019-04-27 05:00:00	19.47	fat_beans_L2
2019-10-18 15:00:00	1.29	fat_hull_L2
2019-09-12 19:00:00	19.62	fat_beans_L2
2018-11-02 17:00:00	0.49	fat_white_meal_L1
2018-11-15 11:00:00	21.25	fat_beans_L2
2020-03-17 21:00:00	12.04	moisture_beans_L2
2020-05-25 01:00:00	3.68	fiber_finished_meal_L2
2019-12-15 11:00:00	9.16	protein_hull_L1
2019-10-07 11:00:00	0.96	fat_finished_meal_L1
2019-09-27 17:00:00	33.77	protein_beans_L1
2019-04-09 13:00:00	45.24	protein_finished_meal_L1
2020-03-06 19:00:00	32.69	protein_beans_L1
2019-07-08 07:00:00	34.0	protein_beans_L2
2020-05-04 01:00:00	12.05	moisture_finished_meal_L2
2019-07-14 07:00:00	46.4	protein_finished_meal_L1
2020-05-05 21:00:00	1.69	fat_finished_meal_L1
2019-11-08 11:00:00	9.06	moisture_white_meal_L2
2019-11-19 03:00:00	33.42	protein_beans
2020-03-21 15:00:00	21.34	fat_beans_L1
2019-04-05 09:00:00	11.3	moisture_beans_L1
2019-06-19 07:00:00	7.39	moisture_hull_L1
2019-10-24 17:00:00	7.38	moisture_white_meal_L1
2018-11-05 21:00:00	1.19	fat_finished_meal_L1
2019-04-13 17:00:00	0.39	fat_white_meal_L1
2019-11-19 19:00:00	20.83	fat_beans_L1
2020-04-24 05:00:00	9.91	moisture_finished_meal_L1
2019-11-02 15:00:00	8.81	protein_hull_L2
2019-11-26 19:00:00	10.0	moisture_finished_meal_L2
2019-10-21 11:00:00	11.92	moisture_beans
2020-03-06 21:00:00	1.01	fat_hull_L2
2020-02-27 01:00:00	33.39	protein_beans
2020-03-17 23:00:00	45.62	protein_finished_meal_L2
2019-05-21 07:00:00	21.105	fat_beans
2019-06-10 15:00:00	1.05	fat_finished_meal_L1
2019-05-24 03:00:00	1.35	fat_hull_L1
2019-07-21 05:00:00	0.46	fat_white_meal_L1
2019-03-13 09:00:00	21.98	fat_beans_L1
2019-08-05 13:00:00	1.18	fat_hull_L2
2020-02-27 03:00:00	33.18	protein_beans
2019-08-12 11:00:00	1.36	fat_finished_meal_L1
2019-11-02 15:00:00	11.675	moisture_beans
2019-05-08 15:00:00	20.14	fat_beans_L1
2020-05-12 23:00:00	8.94	protein_hull_L2
2019-06-15 01:00:00	0.39	fat_white_meal_L1
2019-04-18 15:00:00	32.86	protein_beans_L2
2019-10-27 03:00:00	45.24	protein_finished_meal_L1
2019-08-05 05:00:00	19.51	fat_beans_L1
2019-06-06 21:00:00	33.79	protein_beans
2019-03-08 21:00:00	21.55	fat_beans_L1
2019-01-30 23:00:00	11.11	moisture_beans_L1
2020-03-06 21:00:00	22.34	fat_beans_L2
2019-03-04 13:00:00	11.16	moisture_beans_L1
2019-10-04 15:00:00	11.21	moisture_finished_meal_L1
2019-11-13 15:00:00	33.01	protein_beans_L2
2019-03-15 11:00:00	11.78	moisture_beans_L2
2020-08-14 23:00:00	8.89	protein_hull_L1
2019-05-24 01:00:00	9.79	moisture_white_meal_L2
2019-09-03 09:00:00	11.77	moisture_beans
2019-06-27 23:00:00	0.4	fat_white_meal_L1
2019-02-22 17:00:00	11.09	moisture_finished_meal_L1
2020-03-18 21:00:00	1.11	fat_finished_meal_L1
2019-05-18 21:00:00	46.56	protein_finished_meal_L2
2019-04-22 05:00:00	6.84	moisture_white_meal_L2
2019-02-23 17:00:00	20.58	fat_beans_L1
2019-11-06 15:00:00	12.09	moisture_beans_L1
2019-11-14 23:00:00	33.43	protein_beans_L1
2019-10-27 19:00:00	34.01	protein_beans_L2
2019-05-07 05:00:00	45.93	protein_finished_meal_L1
2019-05-04 19:00:00	2.75	fiber_finished_meal_L2
2018-11-11 09:00:00	0.57	fat_white_meal_L1
2018-11-07 11:00:00	6.31	moisture_white_meal_L1
2019-09-16 15:00:00	9.94	moisture_finished_meal_L1
2019-08-25 23:00:00	20.31	fat_beans_L2
2020-02-19 21:00:00	6.03	moisture_white_meal_L1
2019-05-19 03:00:00	12.04	moisture_beans_L2
2020-06-12 19:00:00	8.76	protein_hull_L2
2019-07-25 13:00:00	11.0	moisture_beans_L1
2020-02-06 09:00:00	32.78	protein_beans_L1
2019-07-10 01:00:00	19.22	fat_beans_L1
2019-10-23 19:00:00	43.74	protein_finished_meal_L1
2019-05-22 05:00:00	0.32	fat_white_meal_L2
2019-05-12 07:00:00	19.81	fat_beans_L2
2020-03-11 01:00:00	7.45	moisture_hull_L1
2020-03-22 03:00:00	33.3	protein_beans_L2
2019-12-01 09:00:00	11.92	moisture_beans_L1
2020-03-10 19:00:00	45.73	protein_finished_meal_L1
2019-10-24 05:00:00	33.635000000000005	protein_beans
2020-03-19 09:00:00	21.15	fat_beans_L2
2019-11-03 17:00:00	3.57	fiber_finished_meal_L1
2020-03-05 09:00:00	12.21	moisture_finished_meal_L1
2020-02-29 05:00:00	32.72	protein_beans_L1
2019-08-23 09:00:00	0.31	fat_white_meal_L1
2019-06-27 07:00:00	1.3	fat_hull_L1
2019-05-23 21:00:00	1.43	fat_hull_L2
2020-01-20 05:00:00	44.92	protein_finished_meal_L1
2019-08-13 11:00:00	45.12	protein_finished_meal_L1
2019-09-19 13:00:00	8.87	protein_hull_L1
2019-12-11 13:00:00	45.22	protein_finished_meal_L2
2020-05-30 13:00:00	8.82	moisture_white_meal_L2
2019-06-07 21:00:00	9.5	moisture_white_meal_L1
2020-05-14 01:00:00	8.79	protein_hull_L2
2019-08-31 15:00:00	6.26	moisture_hull_L2
2019-06-21 11:00:00	0.43	fat_white_meal_L2
2020-05-27 11:00:00	1.35	fat_finished_meal_L1
2019-07-09 19:00:00	45.85	protein_finished_meal_L1
2019-07-28 05:00:00	0.97	fat_hull_L1
2019-10-16 15:00:00	19.99	fat_beans
2019-10-07 07:00:00	12.2	moisture_beans_L1
2019-05-23 05:00:00	3.21	fiber_finished_meal_L2
2019-04-21 05:00:00	44.98	protein_finished_meal_L2
2018-11-17 11:00:00	11.4	moisture_beans
2019-06-06 23:00:00	0.46	fat_white_meal_L2
2020-08-05 15:00:00	6.89	moisture_hull_L1
2019-08-27 03:00:00	6.82	moisture_hull_L2
2019-06-21 05:00:00	8.91	moisture_white_meal_L1
2020-02-15 13:00:00	9.38	moisture_finished_meal_L1
2019-12-14 07:00:00	33.1	protein_beans
2019-03-30 13:00:00	33.52	protein_beans
2020-07-18 09:00:00	8.59	protein_hull_L1
2020-01-29 05:00:00	11.83	moisture_beans_L1
2019-08-12 03:00:00	35.23999999999999	protein_beans
2019-07-25 05:00:00	1.09	fat_hull_L2
2019-09-14 03:00:00	8.56	moisture_white_meal_L2
2019-08-19 07:00:00	10.71	moisture_beans_L1
2019-06-13 19:00:00	20.24	fat_beans_L1
2019-07-20 05:00:00	8.8	moisture_white_meal_L1
2019-10-06 23:00:00	1.63	fat_hull_L1
2019-04-11 17:00:00	11.06	moisture_beans_L1
2020-01-26 11:00:00	3.06	fiber_finished_meal_L1
2020-04-17 05:00:00	1.69	fat_hull_L2
2019-12-20 07:00:00	11.24	moisture_beans_L1
2019-06-16 09:00:00	19.1	fat_beans_L1
2019-11-01 09:00:00	20.525	fat_beans
2019-03-12 15:00:00	45.74	protein_finished_meal_L1
2019-10-07 13:00:00	8.66	protein_hull_L2
2019-06-13 01:00:00	7.44	moisture_hull_L2
2020-02-07 11:00:00	33.65	protein_beans_L2
2019-06-19 07:00:00	20.0	fat_beans_L2
2020-03-25 09:00:00	1.69	fat_hull_L2
2019-08-22 09:00:00	3.21	fiber_finished_meal_L1
2019-07-26 15:00:00	34.67	protein_beans
2019-11-19 11:00:00	7.15	moisture_hull_L1
2019-01-20 07:00:00	0.33	fat_white_meal_L2
2020-02-16 15:00:00	23.64	fat_beans_L2
2019-09-16 11:00:00	8.27	protein_hull_L1
2019-11-11 21:00:00	7.54	moisture_hull_L1
2020-03-19 11:00:00	0.55	fat_white_meal_L1
2019-11-30 05:00:00	12.39	moisture_beans_L1
2020-03-22 17:00:00	11.9	moisture_beans
2019-12-19 07:00:00	11.56	moisture_beans
2019-05-09 09:00:00	10.58	moisture_finished_meal_L1
2020-02-17 07:00:00	21.08	fat_beans_L2
2019-07-03 11:00:00	5.68	moisture_white_meal_L2
2018-11-19 09:00:00	11.69	moisture_beans_L1
2019-08-27 03:00:00	12.03	moisture_beans_L2
2019-05-26 15:00:00	7.04	moisture_hull_L2
2019-07-18 03:00:00	11.52	moisture_beans_L2
2020-04-06 03:00:00	11.96	moisture_beans
2019-04-27 09:00:00	33.15	protein_beans_L1
2019-08-14 17:00:00	46.49	protein_finished_meal_L1
2019-06-15 05:00:00	19.25	fat_beans_L2
2019-07-22 01:00:00	9.35	protein_hull_L1
2019-07-11 21:00:00	20.5	fat_beans_L1
2020-03-11 23:00:00	12.05	moisture_beans
2019-08-28 09:00:00	33.06	protein_beans_L2
2020-01-30 03:00:00	11.61	moisture_beans
2019-02-24 19:00:00	21.62	fat_beans_L1
2019-10-05 15:00:00	20.17	fat_beans_L2
2019-08-06 03:00:00	9.49	protein_hull_L1
2020-04-01 05:00:00	11.71	moisture_beans_L1
2019-12-01 11:00:00	11.47	moisture_beans_L1
2019-11-02 17:00:00	12.0	moisture_beans_L1
2019-11-06 07:00:00	1.39	fat_finished_meal_L2
2019-02-28 13:00:00	45.88	protein_finished_meal_L1
2020-02-03 13:00:00	11.68	moisture_beans_L1
2020-02-09 17:00:00	32.6	protein_beans_L1
2020-02-03 15:00:00	45.53	protein_finished_meal_L1
2019-10-17 23:00:00	12.26	moisture_beans_L1
2020-05-05 09:00:00	8.92	protein_hull_L2
2019-07-08 01:00:00	9.16	protein_hull_L2
2020-01-15 11:00:00	20.4	fat_beans_L1
2019-10-23 11:00:00	0.95	fat_hull_L2
2019-09-12 05:00:00	3.13	fiber_finished_meal_L1
2019-11-24 01:00:00	11.94	moisture_beans_L1
2020-02-24 21:00:00	20.94	fat_beans_L1
2020-05-16 09:00:00	7.68	moisture_white_meal_L1
2020-02-27 03:00:00	11.43	moisture_beans
2019-09-24 17:00:00	11.79	moisture_beans_L2
2020-01-12 19:00:00	0.34	fat_white_meal_L1
2019-07-05 03:00:00	11.31	moisture_beans_L1
2019-07-28 13:00:00	11.645	moisture_beans
2019-11-14 05:00:00	0.88	fat_hull_L1
2020-03-07 21:00:00	1.61	fat_finished_meal_L2
2019-07-09 23:00:00	7.53	moisture_hull_L1
2019-06-14 19:00:00	6.56	moisture_hull_L2
2019-12-05 19:00:00	0.43	fat_white_meal_L2
2018-11-04 17:00:00	8.4	moisture_white_meal_L2
2019-04-11 17:00:00	6.07	moisture_white_meal_L2
2019-02-22 09:00:00	0.44	fat_white_meal_L2
2020-03-27 05:00:00	1.12	fat_finished_meal_L1
2020-03-26 21:00:00	21.34	fat_beans
2019-11-16 09:00:00	20.66	fat_beans_L2
2018-11-08 05:00:00	46.75	protein_finished_meal_L1
2020-04-13 15:00:00	8.69	protein_hull_L1
2019-10-17 03:00:00	12.14	moisture_beans
2019-05-25 03:00:00	34.7	protein_beans_L2
2019-06-30 17:00:00	3.39	fiber_finished_meal_L2
2019-04-15 13:00:00	44.95	protein_finished_meal_L1
2020-03-29 09:00:00	0.42	fat_white_meal_L1
2019-07-31 19:00:00	35.41	protein_beans_L2
2020-05-03 13:00:00	0.56	fat_white_meal_L2
2019-06-09 07:00:00	8.4	moisture_white_meal_L1
2020-01-04 23:00:00	0.39	fat_white_meal_L1
2020-03-31 05:00:00	8.89	moisture_white_meal_L2
2019-04-19 11:00:00	12.71	moisture_beans_L1
2019-09-11 03:00:00	44.65	protein_finished_meal_L2
2019-11-05 15:00:00	19.08	fat_beans
2019-03-24 03:00:00	33.5	protein_beans_L1
2019-11-27 13:00:00	1.38	fat_finished_meal_L1
2019-07-23 11:00:00	20.29	fat_beans
2019-06-06 17:00:00	9.33	moisture_white_meal_L2
2020-06-22 15:00:00	8.71	protein_hull_L1
2019-02-26 11:00:00	0.45	fat_white_meal_L1
2019-04-05 05:00:00	11.7	moisture_beans_L2
2019-12-01 01:00:00	1.29	fat_hull_L1
2018-11-19 01:00:00	8.32	moisture_white_meal_L2
2020-02-16 15:00:00	12.095	moisture_beans
2019-11-14 09:00:00	11.74	moisture_beans_L1
2019-03-06 17:00:00	2.96	fiber_finished_meal_L1
2019-10-11 17:00:00	6.9	moisture_white_meal_L1
2018-11-15 19:00:00	21.62	fat_beans
2020-07-11 05:00:00	6.08	moisture_hull_L2
2019-11-13 15:00:00	0.37	fat_white_meal_L1
2019-09-28 09:00:00	6.92	moisture_hull_L1
2019-11-24 03:00:00	33.4	protein_beans_L1
2019-10-08 09:00:00	0.36	fat_white_meal_L1
2020-01-26 23:00:00	1.39	fat_finished_meal_L1
2019-02-27 05:00:00	33.32	protein_beans_L2
2020-02-16 05:00:00	6.59	moisture_hull_L1
2019-05-31 09:00:00	33.73	protein_beans_L1
2019-12-19 11:00:00	11.4	moisture_beans_L1
2019-09-12 23:00:00	33.385	protein_beans
2019-07-27 07:00:00	20.24	fat_beans
2020-02-19 23:00:00	2.45	fiber_finished_meal_L1
2019-05-21 15:00:00	10.57	moisture_finished_meal_L2
2019-01-23 07:00:00	10.48	moisture_finished_meal_L1
2019-12-14 05:00:00	0.35	fat_white_meal_L2
2019-06-28 05:00:00	35.035	protein_beans
2019-10-04 09:00:00	20.465	fat_beans
2019-07-12 19:00:00	9.06	protein_hull_L1
2019-08-30 09:00:00	2.39	fat_hull_L2
2019-04-12 07:00:00	9.12	moisture_white_meal_L2
2020-02-19 21:00:00	45.39	protein_finished_meal_L2
2019-10-28 01:00:00	8.46	protein_hull_L1
2019-10-17 21:00:00	6.91	moisture_hull_L1
2019-01-21 19:00:00	11.385	moisture_beans
2020-03-16 23:00:00	11.54	moisture_beans_L1
2019-06-01 09:00:00	11.35	moisture_beans_L2
2019-07-16 09:00:00	0.59	fat_white_meal_L1
2019-12-06 03:00:00	0.43	fat_white_meal_L2
2019-10-24 11:00:00	1.28	fat_finished_meal_L2
2020-03-05 09:00:00	2.58	fiber_finished_meal_L1
2019-02-27 19:00:00	32.95	protein_beans_L2
2019-03-24 19:00:00	7.98	moisture_white_meal_L1
2019-09-20 23:00:00	11.32	moisture_beans
2019-07-15 01:00:00	11.8	moisture_finished_meal_L2
2019-07-30 03:00:00	8.52	protein_hull_L1
2019-11-29 05:00:00	2.96	fiber_finished_meal_L1
2019-08-15 05:00:00	11.48	moisture_beans_L2
2019-06-22 05:00:00	20.87	fat_beans_L1
2019-03-04 21:00:00	33.84	protein_beans_L1
2020-01-23 19:00:00	7.37	moisture_hull_L1
2020-02-08 19:00:00	21.24	fat_beans_L1
2020-07-21 09:00:00	6.53	moisture_hull_L1
2019-05-06 21:00:00	31.6	protein_beans_L1
2020-07-14 17:00:00	7.14	moisture_hull_L1
2019-08-07 09:00:00	11.57	moisture_beans_L1
2019-10-24 09:00:00	6.97	moisture_hull_L1
2019-04-02 03:00:00	33.09	protein_beans_L2
2019-03-02 11:00:00	11.43	moisture_beans_L2
2019-08-08 01:00:00	34.44	protein_beans
2019-01-19 17:00:00	10.2	moisture_finished_meal_L1
2020-05-31 07:00:00	8.51	protein_hull_L1
2019-08-07 17:00:00	3.45	fiber_finished_meal_L1
2019-06-13 15:00:00	1.32	fat_hull_L2
2018-11-07 11:00:00	3.02	fiber_finished_meal_L1
2019-07-18 05:00:00	1.06	fat_hull_L1
2020-02-25 17:00:00	0.37	fat_white_meal_L2
2020-05-28 11:00:00	8.84	protein_hull_L1
2019-06-11 11:00:00	1.24	fat_hull_L2
2020-05-16 15:00:00	7.21	moisture_hull_L1
2020-06-18 13:00:00	9.13	protein_hull_L1
2020-02-11 09:00:00	1.86	fat_finished_meal_L1
2020-01-20 13:00:00	9.66	moisture_white_meal_L1
2019-01-26 19:00:00	8.27	moisture_finished_meal_L1
2019-10-03 05:00:00	32.74	protein_beans_L2
2019-07-14 03:00:00	11.04	moisture_beans_L1
2019-10-19 19:00:00	8.98	protein_hull_L2
2019-04-06 05:00:00	11.57	moisture_beans_L1
2019-08-25 01:00:00	0.46	fat_white_meal_L2
2019-04-02 01:00:00	11.62	moisture_beans_L2
2019-03-31 01:00:00	21.21	fat_beans_L1
2020-01-22 21:00:00	7.31	moisture_hull_L1
2020-03-22 21:00:00	32.54	protein_beans_L1
2020-05-07 09:00:00	6.75	moisture_hull_L1
2019-05-16 01:00:00	7.65	moisture_white_meal_L1
2020-06-06 15:00:00	12.03	moisture_finished_meal_L1
2019-05-17 23:00:00	47.02	protein_finished_meal_L2
2020-02-15 19:00:00	0.94	fat_hull_L1
2019-10-23 13:00:00	9.92	moisture_finished_meal_L2
2020-04-29 23:00:00	6.79	moisture_hull_L1
2020-06-14 01:00:00	9.17	protein_hull_L2
2020-04-04 15:00:00	1.24	fat_finished_meal_L1
2020-05-22 23:00:00	1.6	fat_finished_meal_L2
2019-04-23 19:00:00	19.985	fat_beans
2019-06-05 13:00:00	33.72	protein_beans
2019-07-26 23:00:00	20.07	fat_beans
2019-06-16 17:00:00	4.39	fat_finished_meal_L1
2019-05-04 13:00:00	19.86	fat_beans_L1
2019-04-17 17:00:00	9.54	moisture_finished_meal_L1
2020-04-01 09:00:00	8.82	protein_hull_L1
2020-03-15 03:00:00	21.55	fat_beans
2019-07-04 11:00:00	34.730000000000004	protein_beans
2020-06-22 15:00:00	1.02	fat_hull_L1
2020-07-25 15:00:00	1.12	fat_hull_L2
2019-12-05 19:00:00	8.46	protein_hull_L1
2019-11-09 17:00:00	11.91	moisture_beans
2018-11-07 11:00:00	33.335	protein_beans
2019-09-18 15:00:00	6.69	moisture_hull_L1
2019-12-09 15:00:00	9.12	protein_hull_L1
2020-05-18 23:00:00	1.04	fat_hull_L1
2019-01-15 15:00:00	33.78	protein_beans_L2
2019-05-07 11:00:00	10.92	moisture_finished_meal_L2
2019-09-25 23:00:00	12.6	moisture_beans_L1
2019-11-25 03:00:00	45.14	protein_finished_meal_L1
2020-02-02 19:00:00	21.3	fat_beans_L2
2020-04-23 09:00:00	1.34	fat_finished_meal_L1
2019-07-12 13:00:00	9.91	protein_hull_L1
2019-11-06 19:00:00	0.3	fat_white_meal_L1
2019-08-09 17:00:00	11.21	moisture_beans_L1
2019-08-21 19:00:00	11.32	moisture_beans_L2
2019-10-05 13:00:00	8.61	protein_hull_L1
2019-07-02 17:00:00	11.38	moisture_beans_L1
2020-01-20 07:00:00	33.61	protein_beans_L1
2019-05-31 03:00:00	2.83	fiber_finished_meal_L2
2019-11-23 09:00:00	1.12	fat_hull_L2
2018-11-12 05:00:00	33.08	protein_beans
2019-05-24 01:00:00	1.34	fat_hull_L2
2019-11-30 21:00:00	33.6	protein_beans_L1
2020-03-03 21:00:00	10.8	moisture_finished_meal_L2
2019-12-09 09:00:00	33.245000000000005	protein_beans
2019-07-18 13:00:00	7.15	moisture_hull_L1
2019-10-23 09:00:00	7.55	moisture_hull_L2
2019-12-08 09:00:00	9.1	moisture_white_meal_L2
2019-07-11 01:00:00	9.55	moisture_white_meal_L2
2019-04-19 09:00:00	20.36	fat_beans
2019-06-25 03:00:00	1.05	fat_hull_L1
2019-05-11 11:00:00	3.76	fiber_finished_meal_L1
2019-12-15 13:00:00	10.93	moisture_beans
2019-01-17 01:00:00	11.25	moisture_beans
2019-08-20 07:00:00	8.32	moisture_finished_meal_L2
2019-08-20 07:00:00	9.38	moisture_finished_meal_L1
2019-12-02 05:00:00	21.17	fat_beans_L2
2019-10-22 13:00:00	0.41	fat_white_meal_L2
2020-04-22 15:00:00	3.28	fiber_finished_meal_L1
2020-01-12 03:00:00	20.02	fat_beans_L2
2019-04-05 01:00:00	20.795	fat_beans
2019-12-14 01:00:00	0.93	fat_hull_L1
2019-07-02 19:00:00	34.46	protein_beans_L1
2019-04-01 23:00:00	45.34	protein_finished_meal_L2
2019-09-12 23:00:00	1.0	fat_hull_L1
2019-09-26 23:00:00	33.84	protein_beans_L1
2019-11-28 19:00:00	34.0	protein_beans_L1
2019-11-22 07:00:00	3.27	fiber_finished_meal_L1
2019-01-19 23:00:00	11.26	moisture_beans_L1
2019-03-31 13:00:00	2.11	fiber_finished_meal_L2
2019-08-28 17:00:00	11.93	moisture_beans_L2
2020-07-02 23:00:00	1.59	fat_hull_L1
2020-02-14 13:00:00	20.33	fat_beans_L1
2019-10-11 21:00:00	9.09	protein_hull_L1
2020-04-28 09:00:00	0.42	fat_white_meal_L1
2019-08-03 23:00:00	0.88	fat_finished_meal_L1
2019-11-14 03:00:00	33.08	protein_beans
2019-09-30 01:00:00	6.99	moisture_hull_L1
2019-12-15 09:00:00	0.39	fat_white_meal_L1
2019-05-31 11:00:00	19.725	fat_beans
2019-11-24 13:00:00	33.07	protein_beans_L2
2019-09-23 23:00:00	19.66	fat_beans
2020-04-01 13:00:00	8.29	protein_hull_L1
2019-03-08 09:00:00	21.51	fat_beans_L2
2020-01-05 09:00:00	11.71	moisture_beans
2019-09-20 19:00:00	10.88	moisture_finished_meal_L2
2019-09-12 21:00:00	33.55	protein_beans_L2
2020-05-31 03:00:00	0.46	fat_white_meal_L1
2019-10-08 09:00:00	20.3	fat_beans
2019-08-17 03:00:00	9.16	protein_hull_L1
2019-10-21 09:00:00	7.92	moisture_white_meal_L2
2020-02-29 15:00:00	8.87	protein_hull_L2
2019-07-27 11:00:00	34.26	protein_beans_L1
2020-03-18 21:00:00	32.6	protein_beans_L1
2020-07-27 15:00:00	9.44	protein_hull_L1
2019-06-29 17:00:00	3.24	fiber_finished_meal_L1
2019-10-19 11:00:00	2.83	fiber_finished_meal_L1
2019-05-18 19:00:00	11.14	moisture_finished_meal_L1
2019-07-23 05:00:00	9.58	protein_hull_L1
2019-01-26 07:00:00	33.85	protein_beans
2019-12-12 11:00:00	9.85	moisture_finished_meal_L2
2020-04-14 09:00:00	33.4	protein_beans
2019-07-11 19:00:00	34.585	protein_beans
2019-08-23 09:00:00	1.22	fat_finished_meal_L2
2019-11-04 09:00:00	12.04	moisture_beans_L1
2019-01-24 19:00:00	32.68	protein_beans_L2
2019-07-06 11:00:00	0.51	fat_white_meal_L2
2019-07-20 05:00:00	3.27	fiber_finished_meal_L1
2019-08-03 23:00:00	12.13	moisture_beans_L2
2019-11-16 01:00:00	3.04	fiber_finished_meal_L2
2019-07-28 23:00:00	0.4	fat_white_meal_L1
2019-04-21 05:00:00	8.89	moisture_finished_meal_L1
2020-04-05 11:00:00	1.18	fat_hull_L1
2020-02-03 03:00:00	8.65	protein_hull_L1
2019-11-08 01:00:00	45.34	protein_finished_meal_L2
2019-11-20 05:00:00	12.1	moisture_beans_L1
2019-09-11 23:00:00	21.21	fat_beans_L1
2019-12-17 05:00:00	33.895	protein_beans
2019-07-25 05:00:00	9.05	protein_hull_L1
2020-03-07 17:00:00	21.035	fat_beans
2019-05-26 07:00:00	21.07	fat_beans_L2
2020-02-14 11:00:00	45.45	protein_finished_meal_L2
2019-06-14 23:00:00	20.14	fat_beans_L2
2020-08-15 17:00:00	6.26	moisture_hull_L1
2019-09-13 01:00:00	44.09	protein_finished_meal_L2
2020-03-21 03:00:00	12.01	moisture_beans_L1
2020-05-26 05:00:00	7.64	moisture_white_meal_L1
2020-03-06 13:00:00	32.69	protein_beans_L2
2019-05-26 23:00:00	34.34	protein_beans
2020-02-15 13:00:00	2.79	fiber_finished_meal_L1
2019-08-09 23:00:00	35.09	protein_beans_L1
2019-08-29 23:00:00	11.92	moisture_beans_L2
2019-09-25 03:00:00	12.11	moisture_beans
2019-06-04 13:00:00	34.58	protein_beans_L2
2019-09-16 13:00:00	45.2	protein_finished_meal_L1
2019-10-18 15:00:00	9.67	moisture_beans_L2
2019-11-02 03:00:00	20.64	fat_beans_L2
2019-08-28 23:00:00	9.18	moisture_white_meal_L2
2020-02-09 11:00:00	11.64	moisture_beans_L1
2019-08-04 13:00:00	11.16	moisture_finished_meal_L1
2020-02-29 05:00:00	3.26	fiber_finished_meal_L1
2020-04-23 17:00:00	8.7	protein_hull_L1
2019-04-24 11:00:00	1.48	fat_finished_meal_L1
2019-10-25 17:00:00	33.57	protein_beans
2020-07-02 07:00:00	1.45	fat_hull_L2
2020-05-02 21:00:00	6.77	moisture_hull_L2
2019-06-23 09:00:00	8.93	moisture_finished_meal_L2
2020-05-15 17:00:00	9.01	protein_hull_L1
2020-03-23 13:00:00	8.71	moisture_white_meal_L2
2020-01-07 17:00:00	45.14	protein_finished_meal_L1
2018-11-14 19:00:00	11.62	moisture_beans_L1
2019-08-26 01:00:00	34.12	protein_beans_L2
2020-02-05 11:00:00	45.22	protein_finished_meal_L1
2019-08-23 15:00:00	2.88	fiber_finished_meal_L2
2019-12-17 07:00:00	8.43	moisture_white_meal_L1
2020-05-11 23:00:00	47.02	protein_finished_meal_L2
2020-04-21 09:00:00	10.67	moisture_finished_meal_L1
2019-08-10 23:00:00	3.28	fiber_finished_meal_L2
2019-05-11 07:00:00	20.53	fat_beans_L2
2019-10-25 15:00:00	11.88	moisture_beans_L2
2018-11-18 19:00:00	0.58	fat_white_meal_L1
2019-07-11 19:00:00	10.59	moisture_finished_meal_L2
2019-11-24 21:00:00	10.23	moisture_finished_meal_L2
2020-03-16 05:00:00	11.23	moisture_white_meal_L1
2020-03-31 11:00:00	3.32	fiber_finished_meal_L2
2019-07-07 07:00:00	6.94	moisture_hull_L1
2020-03-08 19:00:00	1.82	fat_finished_meal_L2
2019-07-14 21:00:00	11.78	moisture_beans_L1
2019-07-17 13:00:00	11.26	moisture_beans_L1
2019-07-25 05:00:00	34.3	protein_beans_L2
2019-09-18 09:00:00	33.47	protein_beans
2019-11-15 03:00:00	11.65	moisture_beans
2019-03-30 19:00:00	45.64	protein_finished_meal_L1
2019-04-06 19:00:00	8.4	moisture_white_meal_L1
2019-08-06 01:00:00	10.82	moisture_finished_meal_L1
2020-01-27 03:00:00	0.32	fat_white_meal_L1
2020-03-23 07:00:00	9.12	protein_hull_L1
2020-03-09 23:00:00	2.94	fiber_finished_meal_L1
2020-07-27 17:00:00	9.15	protein_hull_L1
